Time,ECG,PCG,ACC
0.0021000000000000003,-17586.6,13.6,5704.0
0.0031000000000000003,-17669.0,9.299999999999999,5695.919191919192
0.0041,-17299.0,2.7999999999999994,5688.121827411168
0.0051,-16891.3,1.5000000000000013,5694.213197969543
0.0061,-16332.8,6.300000000000001,5700.20202020202
0.0071,-15794.2,9.200000000000001,5704.242424242424
0.0081,-15335.2,11.499999999999998,5707.786802030457
0.0091,-14872.9,16.400000000000006,5704.741116751269
0.010100000000000001,-14397.4,20.1,5702.315789473684
0.011100000000000002,-13984.0,21.300000000000008,5705.473684210527
0.0121,-13819.0,24.099999999999998,5706.4
0.0131,-13775.9,24.799999999999997,5698.4
0.014100000000000001,-14220.400000000001,22.699999999999996,5690.8
0.015100000000000002,-14701.000000000002,19.699999999999992,5684.8
0.0161,-15326.0,16.700000000000003,5680.6
0.0171,-15907.300000000001,14.0,5683.6
0.0181,-16313.800000000001,14.0,5685.0
0.019100000000000002,-16696.7,13.899999999999997,5680.0
0.020100000000000003,-16985.2,12.699999999999992,5673.894736842105
0.0211,-17248.3,9.500000000000002,5663.368421052632
0.0221,-17409.8,4.29999999999998,5656.909090909091
0.023100000000000002,-17511.9,-2.6000000000000165,5659.939393939394
0.0241,-17376.4,-8.499999999999996,5662.649746192893
0.0251,-17195.899999999998,-12.9,5664.680203045686
0.0261,-16835.399999999998,-11.199999999999978,5660.69696969697
0.027100000000000003,-16452.399999999998,-3.4999999999999862,5645.545454545455
0.028100000000000003,-15979.399999999998,1.1000000000000028,5636.0
0.0291,-15499.099999999999,2.1999999999999993,5636.0
0.030100000000000002,-14989.599999999999,4.300000000000009,5634.4
0.031100000000000003,-14541.099999999999,6.7999999999999945,5630.4
0.0321,-14336.6,4.800000000000009,5625.171717171717
0.0331,-14243.6,3.0999999999999956,5618.10101010101
0.0341,-14596.6,4.49999999999998,5609.309644670051
0.0351,-14999.4,9.199999999999992,5598.1421319796955
0.0361,-15601.400000000001,11.0,5590.181818181818
0.0371,-16173.100000000002,10.899999999999997,5586.141414141414
0.0381,-16623.600000000002,9.799999999999994,5586.862944162436
0.039099999999999996,-17037.399999999998,7.6000000000000165,5592.954314720812
0.0401,-17304.4,3.6000000000000165,5596.0
0.0411,-17535.171717171717,-0.19999999999999166,5596.0
0.0421,-17621.030303030304,-2.0999999999999965,5602.060606060606
0.0431,-17640.8730964467,-2.7999999999999945,5614.181818181818
0.0441,-17426.65989847716,-0.4999999999999861,5623.6954314720815
0.0451,-17154.888888888887,4.400000000000011,5630.802030456853
0.046099999999999995,-16710.444444444445,8.299999999999988,5639.555555555556
0.047099999999999996,-16259.908629441625,11.299999999999988,5649.656565656565
0.0481,-15792.903553299491,14.099999999999996,5657.472081218274
0.0491,-15364.9,15.199999999999992,5663.563451776649
0.0501,-15027.9,17.099999999999998,5668.4
0.0511,-14774.9,17.799999999999994,5672.4
0.0521,-14717.9,15.799999999999994,5672.181818181818
0.0531,-14773.400000000001,13.599999999999989,5669.151515151515
0.0541,-15091.400000000001,9.299999999999981,5674.294416243655
0.055099999999999996,-15465.95,2.4000000000000252,5684.446700507614
0.0561,-15972.45,-3.5999999999999748,5693.252525252526
0.0571,-16450.75,-9.899999999999963,5701.333333333333
