Time,ECG,PCG,ACC
0.0022,11387.2,-7.2,7366.0
0.0032,12627.7,-8.0,7361.959595959596
0.004200000000000001,13465.4,-7.399999999999999,7358.1015228426395
0.0052,13698.9,-4.6000000000000005,7363.177664974619
0.006200000000000001,13791.0,-3.2000000000000006,7367.595959595959
0.0072,13671.0,-4.0,7359.515151515152
0.0082,13677.2,-3.7999999999999994,7351.644670050761
0.0092,13872.7,-2.8,7346.568527918782
0.0102,14066.4,-2.0,7342.1
0.011200000000000002,14257.4,-2.0,7343.1
0.0122,14373.4,-1.5999999999999988,7346.323232323232
0.0132,14376.9,0.4000000000000007,7369.555555555556
0.0142,14400.6,2.0,7389.756345177665
0.015200000000000002,14454.6,1.5999999999999959,7387.725888324873
0.0162,14473.6,0.1999999999999986,7386.151515151515
0.0172,14440.1,1.3999999999999986,7387.161616161616
0.0182,14287.199999999999,3.0,7387.137055837564
0.019200000000000002,13955.199999999999,3.0,7382.0609137055835
0.020200000000000003,13600.8,3.0,7378.4
0.0212,13212.8,3.0,7380.4
0.0222,12823.0,2.799999999999998,7381.595959595959
0.023200000000000002,12430.5,1.799999999999998,7379.575757575758
0.0242,11908.800000000001,0.40000000000000413,7381.350253807106
0.0252,11193.300000000001,-2.1999999999999993,7396.578680203045
0.0262,10437.599999999999,-3.0,7408.50505050505
0.027200000000000002,9621.599999999999,-3.200000000000002,7410.525252525253
0.028200000000000003,9009.6,-4.400000000000004,7406.791878172588
0.0292,8703.6,-5.800000000000001,7387.502538071066
0.0302,8535.0,-4.599999999999996,7373.684210526316
0.031200000000000002,8572.5,-3.0,7372.631578947368
0.0322,8480.0,-3.1999999999999984,7371.595959595959
0.0332,8192.5,-4.199999999999998,7370.585858585859
0.0342,7807.599999999998,-4.800000000000002,7364.883248730965
0.0352,7276.599999999998,-4.0,7352.700507614213
0.0362,6908.4,-4.2000000000000055,7345.090909090909
0.037200000000000004,6784.4,-4.7999999999999945,7343.070707070707
0.038200000000000005,6862.200000000003,-3.7999999999999945,7346.294416243655
0.0392,7242.700000000001,-2.6000000000000028,7355.431472081218
0.0402,7630.800000000002,-1.0,7366.0
0.0412,8030.300000000002,-0.8000000000000014,7378.0
0.0422,8326.0,0.39999999999999997,7384.0
0.0432,8466.0,2.400000000000011,7384.0
0.0442,8572.0,4.2000000000000055,7387.167512690356
0.045200000000000004,8627.0,5.0,7393.258883248731
0.0462,8717.199999999999,5.199999999999998,7396.555555555556
0.0472,8860.2,6.199999999999998,7397.565656565656
0.0482,8951.8,7.0,7398.578680203046
0.0492,8966.3,7.199999999999998,7399.593908629442
0.0502,8829.199999999999,7.8,7396.4
0.0512,8464.699999999999,6.599999999999989,7390.4
0.0522,8079.799999999998,4.599999999999989,7386.787878787879
0.053200000000000004,7664.299999999998,1.9999999999999722,7384.767676767677
0.054200000000000005,7420.4,-3.4000000000000385,7392.812182741117
0.0552,7433.9,-9.999999999999993,7407.02538071066
0.0562,7531.200000000001,-14.2,7428.414141414141
0.0572,7754.200000000001,-14.600000000000003,7453.666666666667
0.0582,7893.6,-11.6,7467.441624365482
0.0592,7907.6,-4.1999999999999496,7475.563451776649
0.060200000000000004,7940.6,4.0000000000000275,7470.3
0.061200000000000004,8002.1,8.0,7459.3
0.0622,8182.4000000000015,7.400000000000004,7450.343434343435
0.06319999999999999,8540.9,3.80000000000005,7442.262626262626
0.0642,8829.6,-2.19999999999995,7442.923857868021
0.0652,9013.599999999999,-7.799999999999967,7446.984771573604
0.0662,9020.0,-11.599999999999975,7452.545454545454
0.0672,8760.0,-14.0,7458.606060606061
0.0682,8491.6,-13.800000000000008,7460.781725888325
0.0692,8210.6,-12.800000000000008,7461.796954314721
0.0702,7980.400000000001,-11.60000000000001,7465.2
0.0712,7826.400000000001,-9.399999999999983,7469.2
0.0722,7618.2,-6.599999999999989,7481.313131313132
0.0732,7328.699999999998,-4.7999999999999945,7495.454545454545
0.0742,7071.799999999997,-3.3999999999999835,7505.492385786802
0.07519999999999999,6863.8,-0.6000000000000167,7514.629441624365
0.07619999999999999,6834.799999999999,1.3999999999999833,7517.717171717171
0.07719999999999999,7074.299999999999,3.5999999999999748,7519.737373737374
0.07819999999999999,7357.199999999999,6.599999999999975,7512.934010152284
0.07919999999999999,7705.199999999999,9.599999999999975,7504.812182741117
0.0802,7928.2,12.399999999999983,7497.7
0.0812,7963.7,14.199999999999992,7490.7
0.0822,7994.4,14.800000000000008,7488.181818181818
0.0832,8017.9,13.600000000000017,7486.161616161617
0.0842,8155.399999999999,11.200000000000033,7483.197969543147
0.0852,8463.9,7.0000000000000275,7480.15228426396
0.0862,8732.199999999999,1.9999999999999722,7482.878787878788
0.0872,8940.199999999999,-2.800000000000022,7485.909090909091
0.0882,8973.8,-6.6000000000000165,7486.984771573604
0.0892,8745.8,-8.799999999999994,7488.0
0.09019999999999999,8457.2,-8.0,7471.0
0.09119999999999999,8077.700000000001,-7.800000000000009,7454.0
0.09219999999999999,7752.857142857144,-6.6000000000000165,7455.010101010101
0.09319999999999999,7510.000000000001,-5.199999999999991,7456.040609137056
0.09419999999999999,7288.1287128712875,-6.199999999999991,7458.071065989848
0.09519999999999999,7101.990099009901,-7.0,7459.49494949495
0.0962,6960.137931034483,-7.0,7449.393939393939
0.0972,6900.532019704433,-6.800000000000009,7439.36040609137
0.0982,6942.217821782178,-5.6000000000000165,7430.223350253807
0.0992,7199.148514851484,-3.6000000000000165,7422.315789473684
0.1002,7476.499999999998,-1.2000000000000335,7425.473684210527
0.1012,7801.499999999998,2.599999999999983,7427.595959595959
0.1022,8037.849999999999,5.800000000000022,7425.575757575758
0.1032,8067.349999999999,9.400000000000011,7420.649746192894
0.1042,8079.0,11.0,7405.421319796955
0.1052,8049.0,10.799999999999994,7391.727272727273
0.1062,8098.499999999999,9.799999999999994,7382.636363636364
0.10719999999999999,8333.499999999996,8.400000000000025,7375.725888324873
0.10819999999999999,8553.199999999997,5.6000000000000165,7374.710659898477
0.10919999999999999,8737.199999999997,3.6000000000000165,7371.900000000001
0.11019999999999999,8794.450000000004,1.400000000000025,7364.900000000001
0.1112,8555.950000000003,-1.599999999999975,7357.272727272727
0.1122,8265.700000000003,-4.199999999999991,7348.181818181818
0.1132,7854.700000000003,-5.0,7342.0
0.1142,7505.350000000001,-5.0,7342.0
0.1152,7299.850000000001,-5.0,7344.121212121212
0.1162,7158.85,-4.800000000000009,7350.181818181818
0.1172,7168.35,-3.600000000000011,7355.878172588832
0.1182,7213.699999999999,-2.0,7360.954314720812
0.1192,7342.699999999999,-1.7999999999999945,7360.8
0.1202,7498.999999999999,-0.7999999999999945,7352.8
0.1212,7718.999999999999,0.20000000000000553,7344.363636363636
0.12219999999999999,7944.849999999995,1.0,7335.272727272727
0.12319999999999999,8184.349999999995,0.8000000000000084,7327.441624365482
0.12419999999999999,8410.199999999997,0.19999999999999166,7321.350253807107
0.1252,8604.199999999999,1.0,7316.181818181818
0.1262,8764.449999999999,1.0,7312.141414141414
0.1272,8845.949999999999,1.2000000000000055,7308.568527918782
0.1282,8859.050000000001,2.400000000000011,7305.522842639594
0.1292,8712.550000000001,3.7999999999999945,7306.0
0.1302,8514.150000000001,2.7999999999999945,7310.0
0.1312,8194.650000000001,2.0,7315.030303030303
0.1322,7914.9000000000015,1.599999999999989,7321.090909090909
0.1332,7727.9000000000015,-0.40000000000001107,7329.279187817259
0.1342,7627.0,-2.2000000000000055,7339.431472081218
0.13520000000000001,7727.000000000001,-3.400000000000011,7358.444444444445
0.13620000000000002,7853.250000000005,-5.2000000000000055,7384.707070707072
0.13720000000000002,8040.750000000005,-5.7999999999999945,7396.578680203046
0.13820000000000002,8192.400000000001,-5.2000000000000055,7397.593908629442
0.13920000000000002,8260.400000000001,-6.2000000000000055,7397.4
0.14020000000000002,8306.35,-7.0,7396.4
0.14120000000000002,8300.85,-7.0,7404.484848484849
0.14220000000000002,8311.85,-7.0,7418.626262626262
0.14320000000000002,8361.35,-6.799999999999967,7429.035532994924
0.14420000000000002,8422.550000000001,-5.799999999999967,7437.157360406091
0.14520000000000002,8511.050000000001,-4.799999999999967,7438.686868686868
0.14620000000000002,8574.95,-4.0,7436.666666666667
0.1472,8581.45,-3.7999999999999945,7430.558375634518
0.1482,8551.2,-3.2000000000000055,7422.436548223351
0.1492,8435.2,-4.2000000000000055,7417.2
0.1502,8317.400000000001,-5.2000000000000055,7413.2
0.1512,8195.400000000001,-5.7999999999999945,7411.292929292929
0.1522,8104.6,-4.7999999999999945,7410.282828282829
0.1532,8086.6,-3.3999999999999835,7415.116751269035
0.1542,8075.05,-0.599999999999989,7422.223350253807
0.1552,8078.55,1.0,7427.787878787879
0.1562,8052.05,1.2000000000000055,7432.838383838383
0.1572,7955.55,2.400000000000011,7423.837563451777
0.1582,7871.05,4.400000000000011,7410.63959390863
0.1592,7814.55,6.2000000000000055,7402.4
0.1602,7831.999999999999,7.0,7395.4
0.1612,8021.999999999999,7.400000000000011,7401.272727272727
0.1622,8231.649999999998,9.200000000000006,7410.363636363636
0.1632,8487.149999999998,9.599999999999989,7405.340101522843
0.1642,8662.4,7.599999999999989,7397.218274111675
0.1652,8650.4,5.7999999999999945,7384.838383838383
0.16620000000000001,8589.649999999996,4.599999999999989,7371.707070707071
0.16720000000000002,8415.149999999996,2.599999999999989,7373.532994923858
0.16820000000000002,8278.3,0.7999999999999945,7377.593908629442
0.16920000000000002,8229.3,-0.20000000000000553,7370.421052631579
0.17020000000000002,8184.199999999999,-1.2000000000000055,7362.0
0.17120000000000002,8148.199999999999,-1.799999999999989,7346.848484848484
0.17220000000000002,8068.999999999996,-1.0,7331.837563451776
0.17320000000000002,7888.999999999996,-1.2000000000000333,7323.715736040609
0.17420000000000002,7742.449999999999,-1.7999999999999667,7314.939393939393
0.17520000000000002,7673.949999999999,-0.7999999999999667,7293.727272727272
0.17620000000000002,7671.300000000003,0.0,7273.076142131979
0.17720000000000002,7822.300000000003,0.0,7259.878172588832
0.1782,7937.15,0.0,7247.4
0.1792,7967.65,0.0,7241.4
0.1802,7961.700000000001,0.0,7235.69696969697
0.1812,7870.700000000001,-0.20000000000000553,7232.666666666667
0.1822,7885.749999999998,-1.400000000000011,7229.878172588832
0.1832,8148.249999999998,-3.0,7228.862944162436
0.1842,8494.599999999997,-2.599999999999989,7228.151515151515
0.1852,9036.599999999997,-0.7999999999999945,7229.161616161616
0.1862,9457.099999999999,-0.20000000000000553,7232.243654822335
0.1872,9594.099999999999,-0.7999999999999945,7245.441624365482
0.1882,9575.700000000003,0.0,7255.8
0.1892,9194.700000000003,0.20000000000000553,7254.8
0.1902,8840.550000000001,1.0,7253.595959595959
0.1912,8549.050000000001,0.7999999999999945,7251.575757575758
0.1922,8356.55,0.0,7250.223350253807
0.1932,8395.05,0.20000000000000553,7251.238578680203
0.1942,8430.1,1.0,7253.515151515152
0.1952,8457.1,1.0,7259.575757575758
0.1962,8445.7,1.0,7266.741116751269
0.19720000000000001,8344.699999999999,1.0,7276.893401015229
0.19820000000000002,8281.35,1.0,7289.1
0.19920000000000002,8305.85,1.2000000000000055,7306.1
0.20020000000000002,8384.950000000004,2.0,7319.818181818182
0.20120000000000002,8591.450000000004,1.7999999999999945,7325.878787878788
0.20220000000000002,8793.750000000004,0.599999999999989,7330.649746192894
0.20320000000000002,8986.250000000004,-1.0,7332.680203045686
0.20420000000000002,9145.900000000001,-1.0,7336.474747474747
0.20520000000000002,9228.900000000001,-1.2000000000000333,7343.545454545455
0.20620000000000002,9287.6,-2.2000000000000335,7354.010152284264
0.20720000000000002,9289.6,-2.7999999999999665,7370.253807106599
0.20820000000000002,9275.699999999999,-2.2000000000000335,7383.6
0.20920000000000002,9224.699999999999,-3.2000000000000335,7392.6
0.21020000000000003,9177.449999999999,-4.0,7397.191919191919
0.2112,9138.95,-3.599999999999989,7395.171717171717
0.2122,9109.339901477833,-1.7999999999999945,7392.720812182741
0.2132,9100.47290640394,-0.7999999999999945,7389.675126903553
0.2142,9071.544554455446,-0.40000000000001107,7378.0
0.2152,8988.376237623761,-2.400000000000011,7355.777777777777
0.2162,8890.162561576351,-4.0,7345.431472081218
0.2172,8746.81280788177,-4.0,7348.477157360406
0.2182,8635.653465346535,-3.599999999999989,7358.500000000001
0.2192,8638.623762376237,-1.599999999999989,7375.500000000001
0.2202,8678.1,0.20000000000000553,7387.030303030303
0.2212,8863.6,1.2000000000000055,7393.090909090909
0.2222,9040.2,2.2000000000000055,7397.583756345178
0.2232,9181.2,2.7999999999999945,7400.629441624365
0.2242,9299.2,2.0,7405.888888888889
0.2252,9325.2,1.7999999999999945,7412.959595959596
0.2262,9358.7,0.599999999999989,7421.208121827412
0.2272,9422.2,-1.400000000000011,7430.3451776649745
0.22820000000000001,9490.300000000001,-3.0,7436.4
0.22920000000000001,9576.800000000001,-3.0,7440.4
0.23020000000000002,9636.5,-3.2000000000000055,7444.424242424242
0.23120000000000002,9589.0,-3.7999999999999945,7448.464646464647
0.23220000000000002,9525.099999999999,-3.0,7449.370558375635
0.23320000000000002,9395.599999999999,-2.599999999999989,7448.355329949239
0.23420000000000002,9282.0,-0.7999999999999889,7451.939393939394
0.23520000000000002,9231.999999999998,0.2000000000000333,7458.0
0.23620000000000002,9188.599999999999,1.2000000000000333,7457.279187817258
0.23720000000000002,9171.599999999999,1.7999999999999667,7453.218274111675
0.23820000000000002,9137.699999999997,0.5999999999999335,7451.263157894737
0.23920000000000002,9036.199999999997,-0.7999999999999667,7450.210526315789
0.24020000000000002,8940.799999999997,-0.4000000000000666,7454.848484848485
0.24120000000000003,8869.799999999997,-2.2000000000000335,7460.909090909091
0.2422,8843.2,-3.0,7470.324873096447
0.2432,8994.2,-3.0,7480.477157360407
0.2442,9172.400000000001,-2.7999999999999945,7484.575757575758
0.2452,9459.400000000001,-2.0,7487.606060606061
0.2462,9708.1,-1.599999999999989,7487.116751269035
0.2472,9803.6,-0.20000000000000553,7486.1015228426395
0.2482,9828.199999999999,-1.2000000000000055,7493.2
0.2492,9569.199999999999,-2.0,7501.2
0.2502,9289.000000000007,-2.0,7499.272727272727
0.2512,8924.000000000007,-2.199999999999978,7496.242424242424
0.2522,8614.700000000003,-3.199999999999978,7493.197969543147
0.2532,8528.200000000003,-4.0,7490.15228426396
0.2542,8497.899999999996,-3.6000000000000445,7488.080808080808
0.2552,8692.399999999996,-1.8000000000000222,7486.060606060606
0.2562,8866.299999999997,-1.1999999999999778,7477.137055837564
0.2572,8957.799999999997,-2.199999999999978,7468.0
0.2582,9000.400000000003,-2.800000000000022,7464.0
0.2592,8847.400000000003,-2.0,7460.0
0.2602,8720.1,-2.0,7454.949494949495
0.2612,8695.6,-1.8000000000000222,7450.1421319796955
0.2622,8737.799999999994,-1.0,7457.248730964467
0.2632,9046.799999999994,-1.0,7463.949494949495
0.2642,9331.799999999996,-0.8000000000000222,7462.939393939394
0.2652,9520.799999999996,0.19999999999997778,7463.065989847716
0.2662,9617.800000000007,0.8000000000000222,7478.294416243655
0.2672,9346.800000000007,0.0,7492.0
0.2682,9075.100000000006,-0.19999999999997778,7492.0
0.2692,8800.600000000006,-1.0,7492.909090909091
0.2702,8608.399999999998,-1.1999999999999778,7502.0
